title,sentiment
1384 1 102 3384 4267 1673 1 1104 26 1673 2405 3761 4917,0
1630 185 1128 18 95 44 11 2178 138 0 443 33 941 9,0
0 684 1486 302 687 5856 268 1821 4918,0
876 419 1202 2249 1816 240 21 201 94,0
2102 5857 1385 4544 2826 2 2168 1 1556 8 4268 663 2721 8619,0
1959 751 26 600 7423 744 5858 332 518 3762,0
53 8 588 25 142 715 772 8 7 79 0 8620 623 0 21 0 326,0
456 0 1419 8 0 0 2335 0 196 6537 363 541 165,0
26 504 90 166 268 37 948 364 3560 32 2179 441 1412 2827 610 418 1 925 78 14 5,0
230 7424 1 1626 102 22 8 3763 1788 15,0
204 4 1 388 15 1631 0 3094,0
1593 235 2610 2720 5,0
5339 2503 5859 0 303,0
26 600 3 2330 3389 492 4919 3390 2504 203 3 395 360 1 611 76 408 93 107 390 32 35 2,0
3561 4525 4246 124 12 41 3561 8603 124 1557 2948 13 2,0
73 85 30 4545 16 223 2722 5 108,0
87 169 4920 1674 6538 673 472 114 2259 16 7425,0
874 4012 68 2959 827,0
86 287 36 3745 505 1487 409 2 2406 36 5340 2,0
384 46 36 85 30 33 1747 2180 457,0
807 2181 2723 0 1521 2177 11 1 6,0
2612 1202 281 1632 884 75 63 2 1062 3 1023 1235 47,0
893 4 657 893 95 272 1260 338 1386,0
1006 1671 476 2613 762 120 37 48 1714 456 960 23,0
144 1917 48 1632 1558 3 182 484 8621 0,0
55 3 38 3557 1379 91 0 635 10,0
249 10 324 557 1488 4013 61 548 2182 4013 172 1488 74 255 4546 2,0
456 2960 3243 354 4269 1715,0
250 2330 905 5323 527 344 2330 38 55 4533 135 2252 673 872 132 2,0
129 5 1 4014 2494 0 78 231 143 407 61 362 513 231 2183 4270 36,0
334 976 879 4544 3095 1353 475 1258 25 2035,0
0 573 1822 9 7 854 10 1 800 1156 30 8590 6497 1420,0
893 4 657 893 15 1260 7426 338 1386,0
353 276 303 1633 154 21 0 4525 4246 66,0
1675 3 0 0 9 400 1552 93 558,0
594 380 8 5341 1 36 2961 1 1969 885,0
118 4015 194 3764 4271 0 47 1970 2962,0
0 5860 2724 0 352 1533 2407,0
11 1319 10 505 2180 989 169 0 2963,0
4525 4246 7 0 493 37 2171 8622 703 4526,0
0 14 1348 684 1157 1 0 0,0
951 7 942 3391 182 7427 5861 118 5862 3096,0
53 5863 8 284 7 95 15 48 98 11 990 2178,0
599 2505,0
0 4016 4005 276 2964 226 7 1862 3 49 2103 808 6539 9,0
563 6540 26 315 118 3 5342 2952 2506 708,0
39 2325 2614 2336 1971 8623 949 268 1448 1264 1 120 3765 1709 4247 949,0
779 1552 1955 991 1 555 2507 342 38 432 2615 992 74 4921 4922 46 2,0
1129 58 601 2184,0
2725 205 173 643 240 314 95 219 4272 1864 29,0
2616 97 1122 1489 21 724 78 779 8624 6541 418,0
4923 1265 221 141 2965,0
925 0 7 751 481 1040 527 2966 64,0
4547 8 751 499 1634 2039 744 201 5,0
4 695 182 81 72 697 578 304 455,0
1707 1352 131 300 809 38 0 4924 1603 548 610 1354 1 1387 7428 674 152 610 1863 2,0
85 30 5343 314 417 2260 688 649 8 239,0
2401 4017 3562 375 1288 1 1972,0
0 31 9 7 3766 8625 8626 959 3 1527 0,0
960 2828 0 9 312 6542 201 4925,0
6513 128 397 44 1256 2 304 1523 366 1 736,0
0 184 1716 122 8627 7 2967 5344 1 8628,0
703 9 4525 4246 5864 1557 2948 9 1 66 537 41 1 2829 0 4526,0
432 4 4244 135 1818 3563 132 462 604 2830 26 8629 612 269 7429 28 293 993 2,0
152 2968 84 2818 8 418 5865 2261,0
893 4 657 893 95 272 1260 338 1386,0
156 111 1388 112 1635 2101 194 0 10,0
0 290 0 8 8630 7430 74 650 8603,0
5866 95 754 10 926 1211 801 480 2,0
46 6543 252 6 1266 403 30 7414 46 162 839 721 2408 307 1485,0
6 664 231 0 185 74 961 2831 5867 0 2 200 470 2,0
0 0 1 0 703 66 5345 1 124 0 0 3564 0 393 4525 4246 4526 1676 262 0 200 435 2 1041 703 994 89 400 8631 35 1063 2,0
1959 751 26 600 7423 744 5858 332 518 3762,0
0 210 9 7 344 2330 82 300 8608 673 872,0
97 22 81 725 382 171 18 6544 90 264,0
3244 5 17 2508 479 12 0 1420 13 4018 0 5346 297 4548 0 178,0
6545 522 602 613 394 3392 882 38 947 4549 253 755,0
1710 987 1034 1789 4921 1 4922,0
55 3 630 3097 3565 2819 1790 825 169 2832 268 82 1521 906 4273 803 2955 1 0 1292 156 169 927 2962 2,0
51 1559 18 266 54 4274 30 234 1236 102 6546 3566 806 51 2,0
32 4908 879 196 541 0 1534 9,0
1865 2262 0 486 300,0
745 928 9 3245 0 67 5868 0 473 10 4275 100 2104 2 12 1042 218 8 0 97 2 221 2 0 0 12,0
26 8632 6547 259 7431 1379 1 4019 27 2509 3393,0
126 1176 194 586 328 301 5316,0
68 281 5 1 2040 3 2828 601 1267 3767 169 960 3394 169 564,0
746 11 6548 2263 3768 1268 3567 3395 650,0
195 3741 1866 756 5,0
301 410 1416 26 315 102 2,0
1237 1560 1522 194 277 4249 870 2409,0
46 2510 1669 1561 1421 105 1 5869 1212 1914,0
5347 4926 4020 0 4542 1085 3769 1019 48 1232,0
1086 4 4021 0 44 9 1269 879 283 200 470,0
44 1064 15 1482 588 37 589 4 716 47 2410,0
1352 3770 7432 296 342 38 102 203 194 6549 145 2969,0
4 308 5 17 45 99 695 936 2511 84 1158 5 108 1 1562 1410 2 2970 0 200 401 5 1349 936 1238 484 191,0
4 890 109 60 234 988 1 434 116 67 593 696 2,0
1065 4 124 5348 31 4927 243 2034 8633 6550 58 1867 2 170 2617 147 267 579 89 6551 708 1868 2833 2,0
2411 4 82 7433 2412 675 3568 3771 55 8 301 1239,0
8634 22 5870 651 133 18 80 253 894,0
1229 11 280 1268 1209 15 88 2 15 1490 173 2264 2726 516 2,0
5349 144 124 3772 605 0 0 76 1389,0
337 1056 74 0 46,0
38 49 1 8635 9 4912 950 1489 6 1 6552 0,0
2185 105 3396 7434 2834 1355 200 360 30 278 808 2834 1748 374 376 121 2 3569 1106 2,0
38 3397 1717 773 1 337 3773 705 30 267 168 8 2032 0 5871 3774 3098 773 1973 4256 840 1 441 56 2,0
1213 6 134 789 0 6553 140 907 4550,0
15 99 2325 1390 0 1 6554 1677 2041 2413 1 134 8636 2 8636 1491 1159 1604 15 7435 7436 0 684 2 1160 5872 108 333 128 2,0
8 329 837 4276 1 26 504 3099 1823 16 1562 3398 2186 108 0 19 0 5 285 20 287 992 0 426 1376 2186 3100 31 49 2,0
2265 1024 11 665 505 1523 10 0,0
133 421 391 53 0 8 4022 4256 840 120 278 60 2 3570 950 2,0
5873 962 174 78 7437 1293 131 599 301 1 434 279 78,0
26 600 3246 2414 8637 995 672 4277 57,0
10 3 1422 1324 1824 160,0
4928 1379 2266 3101 684 5350 418,0
0 1391 1066 129 1678 84 31 23 49 126,0
7438 4551 875 4929 0 11 736 18 2105 6555,0
185 1294 1228 707 164 2267 37 95 765 841 15,0
477 1240 842 1563 2835 102 1107,0
3773 231 31 2949 1 737 1679 408 93 1 493 271 21 3399 5351 57 4277 93 2,0
1534 3775 32 1269 879 91 470 7 7439 0 9 7440 637 747,0
491 0 485 0 78 0 4277 882 93 57,0
51 254 5 17 307 181 234 26 315 6546 3566,0
26 972 85 30 288 699 162 947 262 375 46 212,0
246 83 2187 281 76 2 458 425 2,0
1636 322 38 102 5352 0 1974 9,0
1594 183 1975 164 21 0 843 330 726 32 63 790 2042,0
85 30 854 314 1869 181 15 839 236 1 543 49 339,0
87 118 237 1087 6502 1791 2 1161 1087 144 1791 2,0
874 1449 68 2959 827,0
1022 4930 0 0 53 383 1150 8 457 0 3392 1177 89,0
775 1206 4552 1 1423 210 206 62 47,0
1080 194 2257 1 0 3247 196 195 204,0
1745 194 6517 154 157 1295 6556,0
8638 194 5353 10 3400 0,0
263 217 288 74 1316 6514 152 371 882,0
807 272 3102 2727 96 2415 15 134,0
371 82 0 311 9 537 102 311 154 2033 141 1107,0
1594 183 1975 843 726 330 790 2042 57,0
40 1270 110 3 26 5354 707 2106 2 446 642 396 25 2,0
26 166 82 140 364 0 7441 2,0
0 75 193 1130 194 1424 10 389 23 12 1043 4931 929 1 1043 389 10 2 13,0
2043 0 123 91 51 1819 1 547 4932 494,0
1786 139 266 890 179 60,0
5874 7 3571 318,0
874 1449 68 2959 827,0
383 5875 2618 7442 0 7443 1162,0
0 18 9 485 157 493 2044 57 4277 89,0
1131 6 206 0 446 1 804 1293 4933 1178 57,0
34 1040 235 3103 53 630 541 4268 9 300,0
6 657 873 15 221 1392 311,0
165 1 1128 3401 343 1 7444 1492 74 343 391 2324 1343 61 4934 2324 51 32 0 3401 343 1 182 4023 358 165 2 38 1088 1637 2,0
8639 0 3572 2836 1 0 1 512 21 0 2619 549 685 1601 3402 2337 7445 52 1558 0 5355,0
2045 1 805 1231 2245 2107 548 4024 2837 0 0 2,0
1203 1957 1179 424 293 6505 381 304 301,0
0 3573 404 301 1 1709 347 0 2820 1 268 0,0
26 972 44 4278 1791 3403 4536 384 184,0
563 6557 0 4255 194 3548,0
580 15 322 38 7446 7447 3248 0 777 4004 7448,0
1564 1450 24 117 1976 306 709 8640 127 494 48 1 895 41,0
271 1350 60 1749 1565 3249 4279 169,0
370 4025 33 591 5876 695 143 407 61 0 1214 2838 191,0
39 685 5356 190 4280 135 6558 1 920 1425 132 1706 2971 1 2338 2972 1977 27 0 1451 2,0
2416 0 91 470 462 594 2098 541,0
79 409 6 31 593 1562 0 447 3250,0
302 1373 1519 21 5877 591 273,0
0 852 8641 7449 1963 4026 587 2417 1127,0
243 99 452 5357 977,0
1680 1034 429 5878 570 1717 1379 6556,0
1025 673 3404 1 0 0 1 2185 46 2264 116 7450 1296 1638 2252 1 7451 3570 1180 950,0
2620 263 1 26 600 1297 188 1449 2949 0 38 49 300,0
874 1 630 3104 1637 1 8642 4027 636 1201 0 923 906,0
3776 1103 350 684 1912 206 3776 6500 398 143 407 61 0 1103 953 3776 2418 4527 8 49 1975 8 721 594 380,0
85 30 873 2973 448 3 3105 0 6559 120 82 6560,0
30 2607 0 0 4007 145 804 28 1181 1205 1426 2256 46,0
3770 1020 2728 301 7 4935 3096 170 4936 3405 194 2728 301 1182 0 474 301 1173 1 6561 2412 0 4553 6562 102 4265 943 5879 6563 869 643 2,0
6517 3777 1132 1264 463 1379 2719,0
1978 7452 6564 801 642 26 0 1750 602 273,0
4913 4007 145 664 0 753 54,0
0 0 82 2974 326 302 300 1 164 624 836 21 0 389 7453 4281 1 1557 6565 0 21 0 2,0
1108 0 1393 0 37 45 33 8643 2108 1955 43,0
486 689 0 0 375 444 1918 7454,0
738 102 104 987 1 0 1 2103 325 875 6566 267,0
126 903 359 3758 7455 0 2268 1125 90 801 8 328 8644 203 2729 1264 2,0
1131 118 82 454 156 923 7456 396 5,0
4 1298 727 523 12 479 244 13 1238 1 4028 1394 9 605,0
3770 193 53 1597 18 8 0 5880 26 600 882 93 263,0
2188 130 72 774 169 1979 37 3574 46 234 21 2189 950,0
8645 0 1980 5358 3778 303 614 8592 2,0
26 495 0 102 1519 156 169 7456 380 0,0
3779 2339 1639 146 978 103 87 8646 27,0
803 380 886 1157 1129 365 2598,0
4029 2 29 0 288 3567 7457 48 40 1 45 41,0
26 600 8647 0 383 196 0 0 1 630 5359 695 383 196 203 3 300 2,0
1915 1452 513 78 231 0 1443 9 23 1129 722 927 7458 5 253 282 3575 8 2190 1 6522 0,0
316 648 86 1 7459 1 1105 3244 5 505,0
246 83 2187 281 76 2 458 425 2,0
1746 0 6567 1718 7460 5 1 1817 504 90,0
97 563 3780 334 4255 722 5862 673 472 3251,0
316 648 296 170 1453 12 0 0 25 13 46 0 2269 2512 2 3576 422 1 1395 1 1566 1 628 4937 1 4938 3406 1378 2,0
2046 530 10 1 0 0 531 1163 58 544 2 4939 1 574 0 0 2816 305 231 8648 2,0
0 4012 109 0 248 2340 591 1183 0,0
248 44 2815 746 18 570 697 5838 171,0
0 32 1038 4015 1388 454 3 2047 1296 673 472 2,0
4 409 1825 590 1067 3 1241 5,0
4940 0 0 144 116 109 238 903 0 1419 5360 3 0 1981,0
263 273 72 21 5881 1672 2730 1297 1493,0
263 493 21 6568 37 1297 32 142 459 142 676 339 19 0 221 105 20,0
3577 3 0 3578 0 2839 1567 335 2513 2 496 748 3578 2621 1038 2,0
1522 338 8649 3 360 1 9 527 141 2965 2840 614,0
26 315 4282 2099 2952 872 1 0 5353 10 325,0
2270 1522 3106 0 903 237 673 7461,0
39 138 2618 2341 5 52 77 1163,0
2342 1 271 162 361 532 28 74 1 0 4554 858 2 4941 5361 1568 1751 474 1381 1 2622 1 361 7462 1 34 858 23 0 3781 23 268 10 3 38 644 2,0
2610 82 294 74 383 429 25 90 429 304 455,0
1325 1919 41 5362 8650 53 0 8,0
68 281 5 1 2040 3 2828 601 1267 3767 169 960 3394 169 564 2 906 1 564 2828 433 1267 390 169 2,0
536 0 1454 1442 4030 2967 0 601 4942 0 4031 6569 342 2038 2343 31 0,0
34 1040 235 3103 53 630 541 4268 9 300,0
2188 130 72 1979 638 234 21 174 78 2271 950 385 434 328 950 157 3107 30 538 638 2,0
39 0 0 883 350 37 1870 2614 1826 1562 396 4016 3579,0
1920 0 434 696 5363 615 0 55 9,0
1745 194 6517 154 157 1295 6556,0
954 1752 1089 963 2832 1 293 0 28,0
2614 493 21 156 78 992 1569 464 365 7463 591 32,0
477 1982 189 6570 3407 3999 61 3999 0,0
4555 4943 164 21 2841 658 435,0
284 44 95 388 1025 15 791 3580 2048,0
21 4556 78 420 724 94 37 4277 93 57,0
1375 3 0 3408 9 4557 928 514 363 2731 2966,0
180 97 486 1865 2262 1292 1527 3581 7 3745 307 180 237 486,0
4944 3582 184 46 574 5364 1150 3782 309 565 0 264,0
425 43 48 45 3 31 610 581,0
542 221 0 3583 671 549,0
305 2952 14 8606 302 2506 663,0
996 0 0 494 342 68 1258,0
1299 194 5353 54 30 2,0
0 810 22 1 3252 3783 4 449 652 4032 6533 4283 1158,0
0 1753 77 4284 762 89 0 1086 6 1 537 41,0
6571 2269 1127 3784 344 973 2 1127 2721 8651 2246 901 1090 5 2,0
1109 961 290 74 764 1126 44,0
5347 4926 3253 1384 4542 3769 1019,0
3584 2623 265 210 4285 594 2 304 1 271 2344 46 2419 715 171 2 23 752 165,0
432 4033 908 2975 7464 37 32 2950 5882 4286,0
55 38 1 3585 6 164 610 3585 2732,0
30 2607 4287 6535 4913 4007 145 54 3409 8 91 1060 1356,0
492 558 2842 1983 8 1382 250 102 1357 193 1 835 2272 1 2045 803 380 1326 2,0
129 78 53 0 8 302 4034 72 454 6572 1376 0 636 8644 2976 33 6572 1376,0
3108 909 1746 987 940 84 1242 1984 64,0
3254 44 4278 1791 1 2345 384 184,0
32 4945 0 135 6573 325 343 1 132 1640 880 457 811 7465 5883 242 118 82 1133 8 31 185 2191 808 2,0
141 2965 2840 614 4946 2 0 338 8649 3 360 9,0
563 8 362 5353 10 84 30,0
683 51 1559 411 234 26 315 102 6546 3566,0
0 6574 1985 1091 0 55 8 821 695 141,0
130 2420 0 46 9 6575 4947 1 193 1164 90,0
2049 41 0 2050 125 21 774 78 4 1044 7466 1494 60,0
988 1570 3785 198 766 235 21 0 78 1106 455,0
183 1215 134 589 4275,0
3786 322 38 2615 992 74 0 1521 325 30 221 5,0
2192 1184 2624 776 6576 1 1202 547 374 140,0
390 2514 642 5365 1 164 21 0 273,0
458 657 11 2187 122 76 83 904,0
53 284 8 18 1706 3255 7467 22 1299 30 238 89,0
1633 4 1 4558 1 677 2193 5 121 4948 101 1535 1411,0
441 168 1 334 79 46 0 4015 1038 673 472 2346,0
144 404 772 3 2515 1746 38 0 28,0
106 806 268 7404 924 1982 666 0 267 53 1921 8 582 1860,0
5884 4288 0 278 2977 3586 418 1 1986 2109 822 396 156 5 568 169,0
26 315 2978 5885 301 410 194,0
3999 74 425 305 338 3746 2347 1922 350 189 0,0
316 648 296 170 2625 430 141 2492 463 7468 1 160 100 1092,0
6 333 106 283 3787 87 26 582 283 384 76 200 80,0
807 216 230 4035 857 940 28 0 15 9 1243,0
9 198 25 9 7 26 600 2625 475 558 2105 5360 383 196 23 7469 53 0 8 8652 41 587 1719 1827 1 1594 0 1175 1 2273 1085 695 7470,0
6577 4949 0 207 2979 1453 0 1569 271 6578 4559 8653 709 293 0 2110 1912 6579 2512 1211 1664 657 0 1201 5366 2,0
467 2980 276 1 2843 1563 6 1380 2 809 630 97 118 313 2,0
1006 721 1295 328 1555 380 1 1960 8 21 174 3545 0 4560 549 1871 1495 0 0 803 380 8654 722 160 1720 827 464 196,0
